Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2019-07;2019/07/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;79905;11706;3812;;95423
2019-08;2019/08/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;78112;18082;1971;;98165
2019-08;2019/08/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;57550;24330;5459;;87339
2019-08;2019/08/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;61478;21412;4942;;87832
2019-08;2019/08/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;115428;19972;6248;;141648
2019-09;2019/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;70721;;;;70721
2019-09;2019/09/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;203344;54733;16501;0;274578
2019-09;2019/09/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;105200;24097;9845;;139142
2019-09;2019/09/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;95379;28083;5681;;129143
2019-09;2019/09/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;83676;23742;12003;;119421
2019-09;2019/09/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;84867;22883;11865;;119615
2019-09;2019/09/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;64873;31418;7835;;104126
2019-09;2019/09/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;125776;54233;11124;;191133
2019-10;2019/10/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;45702;16352;;;62054
2019-10;2019/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;78540;;;;78540
2019-10;2019/10/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;118563;61070;17827;5491;202951
2019-10;2019/10/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;102861;37666;9023;;149550
2019-10;2019/10/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;72751;36101;8713;;117565
2019-10;2019/10/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;72266;30587;6920;;109773
2019-10;2019/10/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;108597;;19406;;128003
2019-10;2019/10/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;108987;33728;10603;;153318
2019-11;2019/11/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;78657;14427;3808;;96892
2019-11;2019/11/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;85376;;;;85376
2019-11;2019/11/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;99748;34320;10371;;144439
2019-11;2019/11/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;130020;68632;19518;6029;224199
2019-11;2019/11/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;104425;29315;14385;;148125
2019-11;2019/11/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;79182;33918;7613;;120713
2019-11;2019/11/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;95637;38496;16432;;150565
2019-11;2019/11/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;45184;12411;;;57595
2019-11;2019/11/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;72144;;9779;;81923
2019-11;2019/11/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;128428;18210;6177;;152815
2019-12;2019/12/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;93233;;;;93233
2019-12;2019/12/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;80988;15707;3881;;100576
2019-12;2019/12/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;52993;11310;1591;;65894
2019-12;2019/12/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;87801;46007;10420;;144228
2019-12;2019/12/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;104246;41582;17893;;163721
2019-12;2019/12/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;91935;33638;7454;;133027
2019-12;2019/12/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;129766;;23336;;153102
2019-12;2019/12/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;150414;28218;4786;;183418
2020-01;2020/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;8149;1826;403;;10378
2020-01;2020/01/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;17821;6637;2135;;26593
2020-01;2020/01/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;9708;3213;1318;;14239
2020-01;2020/01/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4571;1130;133;;5834
2020-01;2020/01/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10195;3370;1275;;14840
2020-01;2020/01/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;7544;3913;1168;;12625
2020-01;2020/01/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;9827;2526;295;;12648
2020-01;2020/01/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;8017;2999;567;;11583
2020-01;2020/01/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;12799;3978;1300;;18077
2020-01;2020/01/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;13219;3105;376;;16700
2020-02;2020/02/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;8712;3806;;;12518
2020-02;2020/02/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;8830;3335;;;12165
2020-02;2020/02/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;13225;2892;724;;16841
2020-02;2020/02/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;15653;9343;2126;;27122
2020-02;2020/02/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;15104;7206;1337;;23647
2020-02;2020/02/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;27233;13792;2404;;43429
2020-02;2020/02/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;12664;;;;12664
2020-02;2020/02/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;25080;5657;755;;31492
2020-02;2020/02/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;23392;4020;1038;;28450
2020-03;2020/03/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;44594;14969;5768;;65331
2020-03;2020/03/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;11889;2559;324;;14772
2020-03;2020/03/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;25353;9234;2362;;36949
2020-03;2020/03/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;40256;10472;3906;;54634
2020-03;2020/03/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;37784;16989;3103;;57876
2020-03;2020/03/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;28954;;5089;;34043
2020-03;2020/03/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;16398;;;;16398
2020-04;2020/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;21197;2331;369;;23897
2020-04;2020/04/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;52648;16457;7030;;76135
2020-04;2020/04/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;45968;7628;2446;;56042
2020-04;2020/04/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;42106;9567;4118;;55791
2020-04;2020/04/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;38383;7068;1396;;46847
2020-05;2020/05/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;17655;5450;;;23105
2020-05;2020/05/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;36133;8991;5371;;50495
2020-05;2020/05/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;29479;13443;4485;;47407
2020-05;2020/05/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;28024;9532;2748;;40304
2020-05;2020/05/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;35154;8705;6107;;49966
2020-05;2020/05/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;28171;;3428;;31599
2020-05;2020/05/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;40821;5367;1956;;48144
2020-06;2020/06/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;21207;6027;;;27234
2020-06;2020/06/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;95856;22865;8632;0;127353
2020-06;2020/06/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;19057;4186;1458;;24701
2020-06;2020/06/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;35102;12011;5149;;52262
2020-06;2020/06/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;35196;14184;4246;;53626
2020-06;2020/06/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;54575;8459;2272;;65306
2020-06;2020/06/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;52296;11742;4937;;68975
2020-06;2020/06/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;19215;4058;;;23273
2020-07;2020/07/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;24982;6720;;;31702
2020-07;2020/07/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;56264;11510;3403;;71177
2020-07;2020/07/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;23851;3660;780;;28291
2020-07;2020/07/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;77886;15737;8056;;101679
2020-07;2020/07/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;80651;18051;9325;;108027
2020-07;2020/07/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;44022;9286;4870;;58178
2020-07;2020/07/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;70524;16579;7190;;94293
2020-07;2020/07/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;57040;6426;2758;;66224
2020-08;2020/08/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;134690;29807;11925;0;176422
2020-08;2020/08/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;60237;12698;8887;;81822
2020-08;2020/08/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;28772;6837;;;35609
2020-08;2020/08/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;27480;4050;909;;32439
2020-08;2020/08/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;56880;11842;7902;;76624
2020-08;2020/08/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;59622;16118;5261;;81001
2020-08;2020/08/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;47171;17144;5640;;69955
2020-08;2020/08/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;43683;12223;4545;;60451
2020-09;2020/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;52491;;;;52491
2020-09;2020/09/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;152009;33184;13551;0;198744
2020-09;2020/09/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;67864;14127;10120;;92111
2020-09;2020/09/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;66818;17731;5937;;90486
2020-09;2020/09/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;53490;21127;8432;;83049
2020-09;2020/09/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;52463;18913;6329;;77705
2020-09;2020/09/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;104292;22355;11976;;138623
2020-09;2020/09/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;84251;11559;4142;;99952
2020-09;2020/09/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;51917;;6160;;58077
2020-10;2020/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;57936;;;;57936
2020-10;2020/10/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;89500;15492;8588;;113580
2020-10;2020/10/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;81300;16733;4951;;102984
2020-10;2020/10/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;75319;15837;11328;;102484
2020-10;2020/10/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;35959;8615;;;44574
2020-10;2020/10/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;49647;7252;3286;;60185
2020-10;2020/10/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;34056;4922;1117;;40095
2020-10;2020/10/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;58730;18775;8771;;86276
2020-10;2020/10/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;57945;21067;7042;;86054
2020-10;2020/10/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;121179;41681;9282;;172142
2020-10;2020/10/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;89085;;17088;;106173
2020-10;2020/10/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;44716;;;;44716
2020-10;2020/10/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;103275;23223;10199;;136697
2020-11;2020/11/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;39510;10059;;;49569
2020-11;2020/11/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;62830;;;;62830
2020-11;2020/11/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;96863;16722;9398;;122983
2020-11;2020/11/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;53808;8274;3560;;65642
2020-11;2020/11/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;75732;19410;7548;;102690
2020-11;2020/11/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;122104;24197;12989;;159290
2020-11;2020/11/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;77719;13446;3343;;94508
2020-12;2020/12/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;101830;47305;17056;5484;171675
2020-12;2020/12/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;132360;25952;14059;;172371
2020-12;2020/12/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;144178;49015;10920;;204113
2020-12;2020/12/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;129075;21320;12646;;163041
2020-12;2020/12/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;39546;6046;;;45592
2021-01;2021/01/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;2954;379;180;;3513
2021-01;2021/01/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;7319;1037;688;;9044
2021-01;2021/01/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;7156;1009;886;;9051
2021-01;2021/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;4309;1088;244;;5641
2021-01;2021/01/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;7566;3472;1209;334;12581
2021-01;2021/01/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;5854;1337;665;;7856
2021-01;2021/01/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;5565;1130;498;;7193
2021-01;2021/01/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;4585;833;436;;5854
2021-01;2021/01/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;5730;1190;987;;7907
2021-01;2021/01/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;5754;974;383;;7111
2021-01;2021/01/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;9385;959;441;;10785
2021-01;2021/01/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;7849;1467;708;;10024
2021-02;2021/02/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;5341;598;390;;6329
2021-02;2021/02/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;13232;1666;1325;;16223
2021-02;2021/02/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;5066;518;181;;5765
2021-02;2021/02/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10456;1794;1582;;13832
2021-02;2021/02/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;14428;2309;2023;;18760
2021-02;2021/02/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;10501;2362;1521;;14384
2021-02;2021/02/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;10148;1792;1751;;13691
2021-02;2021/02/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;15620;1279;950;;17849
2021-02;2021/02/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;10254;1343;1159;;12756
2021-02;2021/02/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;12686;825;655;;14166
2021-03;2021/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;12668;1798;782;;15248
2021-03;2021/03/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;39636;5871;4054;0;49561
2021-03;2021/03/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;8186;760;298;;9244
2021-03;2021/03/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;17881;2148;676;;20705
2021-03;2021/03/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;16820;3782;2605;;23207
2021-03;2021/03/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;14130;3294;1599;;19023
2021-03;2021/03/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;13004;1874;1408;;16286
2021-03;2021/03/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;21173;;3923;;25096
2021-03;2021/03/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;24232;1932;1541;;27705
2021-03;2021/03/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;16522;2033;1836;;20391
2021-03;2021/03/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;19743;1278;1080;;22101
2021-04;2021/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;16089;990;408;;17487
2021-04;2021/04/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;43851;10098;6192;;60141
2021-04;2021/04/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;16488;2690;1093;;20271
2021-04;2021/04/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;22480;4443;4097;;31020
2021-04;2021/04/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;37499;3512;2144;;43155
2021-04;2021/04/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;37907;6795;3591;;48293
2021-04;2021/04/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;19983;;2558;;22541
2021-04;2021/04/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;21917;;;;21917
2021-05;2021/05/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;23587;3529;1367;;28483
2021-05;2021/05/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;15404;2433;1105;0;18942
2021-05;2021/05/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;38939;7813;2417;;49169
2021-05;2021/05/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;58326;14699;7900;;80925
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;30903;7309;2952;;41164
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;27761;7911;3840;;39512
2021-05;2021/05/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;25152;4978;2588;;32718
2021-05;2021/05/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;30108;6924;5347;;42379
2021-06;2021/06/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;51222;9495;4877;;65594
2021-06;2021/06/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;72843;19985;9604;;102432
2021-06;2021/06/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;21013;4802;;;25815
2021-06;2021/06/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;42079;7378;1578;;51035
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;35958;8424;2706;;47088
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;49880;;8671;;58551
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;25414;;;;25414
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;61916;11017;5859;;78792
2021-07;2021/07/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;25424;6525;;;31949
2021-07;2021/07/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;118211;25134;10531;0;153876
2021-07;2021/07/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;87693;25142;11485;;124320
